-2.13889441283E-0004, -1.91468739871E-0004, -2.63718532165E-0004, 
-3.41403188546E-0004, -4.19244243910E-0004, -4.90452289755E-0004, 
-5.46947033125E-0004, -5.79736671720E-0004, -5.79437348083E-0004, 
-5.36920999813E-0004, -4.44026696010E-0004, -2.94320553129E-0004, 
-8.38838768440E-0005,  1.87974369357E-0004,  5.18137643827E-0004, 
 8.99299629708E-0004,  1.31985793273E-0003,  1.76405717544E-0003, 
 2.21246462581E-0003,  2.64274482755E-0003,  3.03078820882E-0003, 
 3.35207791481E-0003,  3.58323185351E-0003,  3.70362280643E-0003, 
 3.69701272139E-0003,  3.55309473577E-0003,  3.26877499247E-0003, 
 2.84905796754E-0003,  2.30742581732E-0003,  1.66577799841E-0003, 
 9.53769289943E-0004,  2.07549191696E-0004, -5.32145941837E-0004, 
-1.22223988335E-0003, -1.81989766321E-0003, -2.28543038985E-0003, 
-2.58521035648E-0003, -2.69424809245E-0003, -2.59840093495E-0003, 
-2.29623338248E-0003, -1.79995340455E-0003, -1.13527870787E-0003, 
-3.40839339219E-0004,  5.33606010541E-0004,  1.43022680807E-0003, 
 2.28594773713E-0003,  3.03712812562E-0003,  3.62340663307E-0003, 
 3.99244360930E-0003,  4.10388543953E-0003,  3.93304765003E-0003, 
 3.47363083278E-0003,  2.73935584296E-0003,  1.76431007157E-0003, 
 6.01890993141E-0004, -6.77676067339E-0004, -1.99115419772E-0003, 
-3.24728540153E-0003, -4.35267650461E-0003, -5.21820615695E-0003, 
-5.76558180697E-0003, -5.93357736810E-0003, -5.68351731968E-0003, 
-5.00352695274E-0003, -3.91124919081E-0003, -2.45471766374E-0003, 
-7.11179633759E-0004,  1.21618682698E-0003,  3.20352294248E-0003, 
 5.11329634159E-0003,  6.80277107308E-0003,  8.13339684925E-0003, 
 8.98058675336E-0003,  9.24319438934E-0003,  8.85225212499E-0003, 
 7.77807176267E-0003,  6.03539367480E-0003,  3.68601491310E-0003, 
 8.38660469036E-0004, -2.35414160043E-0003, -5.70209102621E-0003, 
-8.98575812554E-0003, -1.19676436342E-0002, -1.44049249497E-0002, 
-1.60631764720E-0002, -1.67305113074E-0002, -1.62310371637E-0002, 
-1.44369238741E-0002, -1.12784455128E-0002, -6.75096170121E-0003, 
-9.18820181211E-0004,  6.08467792538E-0003,  1.40608971896E-0002, 
 2.27533747522E-0002,  3.18586050397E-0002,  4.10397234923E-0002, 
 4.99423561313E-0002,  5.82117885977E-0002,  6.55104920353E-0002, 
 7.15350692510E-0002,  7.60316809791E-0002,  7.88090431403E-0002, 
 7.97482740907E-0002,  7.88090431403E-0002,  7.60316809791E-0002, 
 7.15350692510E-0002,  6.55104920353E-0002,  5.82117885977E-0002, 
 4.99423561313E-0002,  4.10397234923E-0002,  3.18586050397E-0002, 
 2.27533747522E-0002,  1.40608971896E-0002,  6.08467792538E-0003, 
-9.18820181211E-0004, -6.75096170121E-0003, -1.12784455128E-0002, 
-1.44369238741E-0002, -1.62310371637E-0002, -1.67305113074E-0002, 
-1.60631764720E-0002, -1.44049249497E-0002, -1.19676436342E-0002, 
-8.98575812554E-0003, -5.70209102621E-0003, -2.35414160043E-0003, 
 8.38660469036E-0004,  3.68601491310E-0003,  6.03539367480E-0003, 
 7.77807176267E-0003,  8.85225212499E-0003,  9.24319438934E-0003, 
 8.98058675336E-0003,  8.13339684925E-0003,  6.80277107308E-0003, 
 5.11329634159E-0003,  3.20352294248E-0003,  1.21618682698E-0003, 
-7.11179633759E-0004, -2.45471766374E-0003, -3.91124919081E-0003, 
-5.00352695274E-0003, -5.68351731968E-0003, -5.93357736810E-0003, 
-5.76558180697E-0003, -5.21820615695E-0003, -4.35267650461E-0003, 
-3.24728540153E-0003, -1.99115419772E-0003, -6.77676067339E-0004, 
 6.01890993141E-0004,  1.76431007157E-0003,  2.73935584296E-0003, 
 3.47363083278E-0003,  3.93304765003E-0003,  4.10388543953E-0003, 
 3.99244360930E-0003,  3.62340663307E-0003,  3.03712812562E-0003, 
 2.28594773713E-0003,  1.43022680807E-0003,  5.33606010541E-0004, 
-3.40839339219E-0004, -1.13527870787E-0003, -1.79995340455E-0003, 
-2.29623338248E-0003, -2.59840093495E-0003, -2.69424809245E-0003, 
-2.58521035648E-0003, -2.28543038985E-0003, -1.81989766321E-0003, 
-1.22223988335E-0003, -5.32145941837E-0004,  2.07549191696E-0004, 
 9.53769289943E-0004,  1.66577799841E-0003,  2.30742581732E-0003, 
 2.84905796754E-0003,  3.26877499247E-0003,  3.55309473577E-0003, 
 3.69701272139E-0003,  3.70362280643E-0003,  3.58323185351E-0003, 
 3.35207791481E-0003,  3.03078820882E-0003,  2.64274482755E-0003, 
 2.21246462581E-0003,  1.76405717544E-0003,  1.31985793273E-0003, 
 8.99299629708E-0004,  5.18137643827E-0004,  1.87974369357E-0004, 
-8.38838768440E-0005, -2.94320553129E-0004, -4.44026696010E-0004, 
-5.36920999813E-0004, -5.79437348083E-0004, -5.79736671720E-0004, 
-5.46947033125E-0004, -4.90452289755E-0004, -4.19244243910E-0004, 
-3.41403188546E-0004, -2.63718532165E-0004, -1.91468739871E-0004, 
-2.13889441283E-0004
